model,config,global_R2,global_MAE,global_RMSE,global_MAPE,mean_cell_R2,mean_cell_MAE,mean_cell_RMSE,mean_cell_MAPE,n_cells,split,n_early,feature_set,n_features,eval_mode,best_params,train_time_sec,predict_time_sec,n_train_cells,n_test_cells
XGBoost,UofM_only_n30_top3,0.4218617996504378,0.03678966062391925,0.041322614539329956,4.289687830242254,0.1529831042043614,0.036851918037675784,0.04001071429519647,4.29669299058798,4,UofM_only,30,top3,3,combined,"{""subsample"": 0.9, ""reg_lambda"": 0.01, ""reg_alpha"": 0.1, ""n_estimators"": 200, ""min_child_weight"": 5, ""max_depth"": 6, ""learning_rate"": 0.05, ""gamma"": 0.1, ""colsample_bytree"": 0.6}",0.84,0.0688,17,4
GradBoost,UofM_only_n30_top3,0.375025264850145,0.03062976390585315,0.042963849796702654,3.6359075153765676,0.035871943292745345,0.030846541844271984,0.03585308366234125,3.6608406266109896,4,UofM_only,30,top3,3,combined,"{""subsample"": 0.7, ""n_estimators"": 500, ""min_samples_split"": 10, ""min_samples_leaf"": 5, ""max_features"": 1.0, ""max_depth"": 3, ""learning_rate"": 0.01}",34.79,0.0472,17,4
LightGBM,UofM_only_n30_top5,0.5767876289933372,0.02656056430490413,0.03535502397614894,3.16600421739798,0.3361510161312251,0.02675119142232315,0.030980249033973627,3.1884359693274256,4,UofM_only,30,top5,5,combined,"{""subsample"": 0.9, ""reg_lambda"": 0.01, ""reg_alpha"": 0.1, ""num_leaves"": 31, ""n_estimators"": 300, ""min_child_samples"": 10, ""max_depth"": 6, ""learning_rate"": 0.05, ""colsample_bytree"": 0.6}",5.19,0.0861,17,4
XGBoost,UofM_only_n30_top5,0.6974409460521919,0.02509358825884156,0.029893518555021075,2.9373744491423945,0.53922274726917,0.025099999854115033,0.02698501668142038,2.937676939483985,4,UofM_only,30,top5,5,combined,"{""subsample"": 0.9, ""reg_lambda"": 0.01, ""reg_alpha"": 0.1, ""n_estimators"": 200, ""min_child_weight"": 1, ""max_depth"": 8, ""learning_rate"": 0.1, ""gamma"": 0.01, ""colsample_bytree"": 0.7}",0.89,0.073,17,4
GradBoost,UofM_only_n30_top5,0.7092586136946375,0.022097444558793797,0.029303897560377677,2.632377247747122,0.5602826763348239,0.022193545634872303,0.02613933403395861,2.6432334708500016,4,UofM_only,30,top5,5,combined,"{""subsample"": 1.0, ""n_estimators"": 100, ""min_samples_split"": 2, ""min_samples_leaf"": 5, ""max_features"": 0.8, ""max_depth"": 4, ""learning_rate"": 0.1}",35.12,0.0472,17,4
LightGBM,UofM_only_n30_top10,0.68241123496213,0.025867311738923374,0.030627004635672323,3.0926036771252496,0.6136136340948756,0.02606236971268627,0.029090080919695033,3.116482224943624,4,UofM_only,30,top10,10,combined,"{""subsample"": 0.7, ""reg_lambda"": 0.01, ""reg_alpha"": 1.0, ""num_leaves"": 31, ""n_estimators"": 200, ""min_child_samples"": 30, ""max_depth"": 8, ""learning_rate"": 0.05, ""colsample_bytree"": 1.0}",5.08,0.0909,17,4
XGBoost,UofM_only_n30_top10,0.6970199359246396,0.025777749491054706,0.02991430970103971,3.0686402737148546,0.6362769973937348,0.0259282711811375,0.0292535614662278,3.0868874244439652,4,UofM_only,30,top10,10,combined,"{""subsample"": 0.9, ""reg_lambda"": 0.1, ""reg_alpha"": 0.0, ""n_estimators"": 500, ""min_child_weight"": 3, ""max_depth"": 3, ""learning_rate"": 0.03, ""gamma"": 0.0, ""colsample_bytree"": 0.7}",1.1,0.0752,17,4
GradBoost,UofM_only_n30_top10,0.7349984732288415,0.02395672915910958,0.02797667817575987,2.8500828674147414,0.6840799555172968,0.024086280686537082,0.0272389162730604,2.8660589244231587,4,UofM_only,30,top10,10,combined,"{""subsample"": 1.0, ""n_estimators"": 500, ""min_samples_split"": 5, ""min_samples_leaf"": 10, ""max_features"": 0.8, ""max_depth"": 3, ""learning_rate"": 0.03}",37.22,0.0474,17,4
LightGBM,UofM_only_n30_top20,0.6800043438053429,0.024959479893601994,0.03074284111187385,2.9838001469224005,0.6702883855320809,0.02499994820088212,0.02921990795888001,2.9892373074609355,4,UofM_only,30,top20,20,combined,"{""subsample"": 1.0, ""reg_lambda"": 0.1, ""reg_alpha"": 0.0, ""num_leaves"": 127, ""n_estimators"": 200, ""min_child_samples"": 5, ""max_depth"": 3, ""learning_rate"": 0.03, ""colsample_bytree"": 0.8}",5.66,0.0859,17,4
XGBoost,UofM_only_n30_top20,0.7589484431147879,0.022252857936415103,0.026682525271408113,2.668822411722978,0.7258184215527864,0.022339780418700286,0.026006331639414525,2.679626480558259,4,UofM_only,30,top20,20,combined,"{""subsample"": 0.9, ""reg_lambda"": 0.1, ""reg_alpha"": 0.0, ""n_estimators"": 500, ""min_child_weight"": 3, ""max_depth"": 3, ""learning_rate"": 0.03, ""gamma"": 0.0, ""colsample_bytree"": 0.7}",1.42,0.0795,17,4
GradBoost,UofM_only_n30_top20,0.6757717930171407,0.025328763833729537,0.030945489465007664,3.0187882199723686,0.6379775230940694,0.025394770094259674,0.030294209576910897,3.0268775265333923,4,UofM_only,30,top20,20,combined,"{""subsample"": 1.0, ""n_estimators"": 200, ""min_samples_split"": 5, ""min_samples_leaf"": 2, ""max_features"": 0.6, ""max_depth"": 3, ""learning_rate"": 0.1}",39.9,0.0415,17,4
LightGBM,UofM_only_n30_all,0.754420102198622,0.020955565095083756,0.02693198513974439,2.4700066623041765,0.7172313151901475,0.02078146188493777,0.024126676378297268,2.4495742454847202,4,UofM_only,30,all,48,combined,"{""subsample"": 0.9, ""reg_lambda"": 0.0, ""reg_alpha"": 0.0, ""num_leaves"": 63, ""n_estimators"": 100, ""min_child_samples"": 5, ""max_depth"": 3, ""learning_rate"": 0.05, ""colsample_bytree"": 0.6}",7.41,0.0793,17,4
XGBoost,UofM_only_n30_all,0.6968809534261261,0.024069991886156095,0.029921170034965854,2.8896652628559805,0.6566961283047383,0.024019505544859824,0.028379722555501745,2.8843208866129357,4,UofM_only,30,all,48,combined,"{""subsample"": 0.8, ""reg_lambda"": 0.0, ""reg_alpha"": 0.0, ""n_estimators"": 100, ""min_child_weight"": 10, ""max_depth"": 4, ""learning_rate"": 0.1, ""gamma"": 0.0, ""colsample_bytree"": 0.9}",1.92,0.0731,17,4
GradBoost,UofM_only_n30_all,0.7573452333035843,0.02090950441990382,0.026771109628377365,2.4673856642172622,0.7453997999371231,0.020884946207094687,0.025115948474090738,2.464150230209351,4,UofM_only,30,all,48,combined,"{""subsample"": 1.0, ""n_estimators"": 500, ""min_samples_split"": 5, ""min_samples_leaf"": 10, ""max_features"": 0.8, ""max_depth"": 3, ""learning_rate"": 0.03}",48.5,0.0476,17,4
LightGBM,UofM_only_n50_top3,0.5459099224562125,0.02584849242693012,0.03421860068980756,3.1448708733227027,0.4377588551266638,0.026238445055440453,0.029635166551309503,3.1933318746321504,4,UofM_only,50,top3,3,combined,"{""subsample"": 1.0, ""reg_lambda"": 0.1, ""reg_alpha"": 1.0, ""num_leaves"": 63, ""n_estimators"": 500, ""min_child_samples"": 5, ""max_depth"": 3, ""learning_rate"": 0.03, ""colsample_bytree"": 0.7}",4.49,0.0749,17,4
XGBoost,UofM_only_n50_top3,0.4973550236936173,0.027948945772378504,0.036001609172993526,3.4195896952316893,0.42166576387932686,0.02821791435540589,0.03220087697691795,3.453545468713449,4,UofM_only,50,top3,3,combined,"{""subsample"": 1.0, ""reg_lambda"": 0.1, ""reg_alpha"": 0.1, ""n_estimators"": 500, ""min_child_weight"": 3, ""max_depth"": 8, ""learning_rate"": 0.03, ""gamma"": 0.01, ""colsample_bytree"": 0.8}",0.84,0.0724,17,4
GradBoost,UofM_only_n50_top3,0.3891032395730126,0.03022251639538549,0.03968945641205333,3.7197153438022212,0.294613608531687,0.030487689330081724,0.03627193844045935,3.7533255449564784,4,UofM_only,50,top3,3,combined,"{""subsample"": 1.0, ""n_estimators"": 300, ""min_samples_split"": 5, ""min_samples_leaf"": 20, ""max_features"": 1.0, ""max_depth"": 4, ""learning_rate"": 0.01}",34.35,0.0407,17,4
LightGBM,UofM_only_n50_top5,0.6035476974531111,0.02536678718185435,0.03197324474399701,3.071007031179074,0.5225750046825116,0.0255596374413267,0.028280187383555623,3.0959401399053057,4,UofM_only,50,top5,5,combined,"{""subsample"": 0.9, ""reg_lambda"": 0.0, ""reg_alpha"": 0.0, ""num_leaves"": 63, ""n_estimators"": 100, ""min_child_samples"": 5, ""max_depth"": 3, ""learning_rate"": 0.05, ""colsample_bytree"": 0.6}",4.83,0.0732,17,4
XGBoost,UofM_only_n50_top5,0.5642317539473576,0.026265997967183357,0.03352115931057407,3.1932081189114863,0.47388278887330015,0.02637785309165838,0.02927234749253538,3.2085732554610407,4,UofM_only,50,top5,5,combined,"{""subsample"": 0.9, ""reg_lambda"": 0.01, ""reg_alpha"": 0.1, ""n_estimators"": 200, ""min_child_weight"": 1, ""max_depth"": 8, ""learning_rate"": 0.1, ""gamma"": 0.01, ""colsample_bytree"": 0.7}",0.89,0.0669,17,4
GradBoost,UofM_only_n50_top5,0.5087972001340091,0.029265625656278913,0.035589481152380274,3.5349232611679082,0.41923702433411203,0.0294451119011801,0.032599049083707976,3.558475257659541,4,UofM_only,50,top5,5,combined,"{""subsample"": 0.8, ""n_estimators"": 200, ""min_samples_split"": 2, ""min_samples_leaf"": 20, ""max_features"": 0.9, ""max_depth"": 4, ""learning_rate"": 0.01}",35.01,0.0481,17,4
LightGBM,UofM_only_n50_top10,0.38334397615753346,0.03201200878681897,0.03987610482077959,3.841944282512111,0.2796575977410184,0.03226757371397939,0.03608619908646834,3.874553185635475,4,UofM_only,50,top10,10,combined,"{""subsample"": 1.0, ""reg_lambda"": 0.1, ""reg_alpha"": 1.0, ""num_leaves"": 63, ""n_estimators"": 500, ""min_child_samples"": 5, ""max_depth"": 3, ""learning_rate"": 0.03, ""colsample_bytree"": 0.7}",5.32,0.0789,17,4
XGBoost,UofM_only_n50_top10,0.2695924919026188,0.03448760480458949,0.04339841357404173,4.133095079703965,0.23300304795542243,0.03480083027040964,0.03832786623637374,4.172742230134585,4,UofM_only,50,top10,10,combined,"{""subsample"": 0.8, ""reg_lambda"": 0.0, ""reg_alpha"": 0.0, ""n_estimators"": 100, ""min_child_weight"": 10, ""max_depth"": 4, ""learning_rate"": 0.1, ""gamma"": 0.0, ""colsample_bytree"": 0.9}",0.98,0.0758,17,4
GradBoost,UofM_only_n50_top10,0.33898886751102053,0.0320030201674336,0.04128531729481295,3.852779642060575,0.25727208205109064,0.032272282991831325,0.03616310505073239,3.88719762283049,4,UofM_only,50,top10,10,combined,"{""subsample"": 0.7, ""n_estimators"": 200, ""min_samples_split"": 2, ""min_samples_leaf"": 20, ""max_features"": 0.9, ""max_depth"": 4, ""learning_rate"": 0.05}",36.22,0.0575,17,4
LightGBM,UofM_only_n50_top20,0.4109869224000149,0.029409468378634007,0.03897209104579422,3.5192204465846757,0.40568874594608195,0.029517040932185136,0.03429790884328009,3.5338330484108162,4,UofM_only,50,top20,20,combined,"{""subsample"": 0.8, ""reg_lambda"": 1.0, ""reg_alpha"": 0.01, ""num_leaves"": 63, ""n_estimators"": 200, ""min_child_samples"": 30, ""max_depth"": 8, ""learning_rate"": 0.1, ""colsample_bytree"": 0.9}",5.78,0.086,17,4
XGBoost,UofM_only_n50_top20,0.6754568755736208,0.02363130278911886,0.02892860198233156,2.8493492049270053,0.6090517156363899,0.02360912984561649,0.026707544520670173,2.848214310471917,4,UofM_only,50,top20,20,combined,"{""subsample"": 1.0, ""reg_lambda"": 0.1, ""reg_alpha"": 0.0, ""n_estimators"": 500, ""min_child_weight"": 3, ""max_depth"": 3, ""learning_rate"": 0.01, ""gamma"": 0.01, ""colsample_bytree"": 0.8}",1.42,0.0872,17,4
GradBoost,UofM_only_n50_top20,0.7369823719325698,0.020384298110820775,0.026042559690523055,2.439011075321246,0.6873404242665279,0.020318992346430198,0.02378636876056573,2.4322580727853915,4,UofM_only,50,top20,20,combined,"{""subsample"": 0.9, ""n_estimators"": 100, ""min_samples_split"": 2, ""min_samples_leaf"": 20, ""max_features"": 0.8, ""max_depth"": 5, ""learning_rate"": 0.1}",40.46,0.06,17,4
LightGBM,UofM_only_n50_all,0.7226112510047151,0.01983560064944498,0.02674457252931021,2.3615985310996632,0.6935946161014264,0.01954426513001025,0.02363765341978604,2.3276421384732546,4,UofM_only,50,all,48,combined,"{""subsample"": 1.0, ""reg_lambda"": 0.01, ""reg_alpha"": 0.1, ""num_leaves"": 31, ""n_estimators"": 500, ""min_child_samples"": 20, ""max_depth"": 4, ""learning_rate"": 0.03, ""colsample_bytree"": 0.8}",7.12,0.0911,17,4
XGBoost,UofM_only_n50_all,0.8275936587226878,0.016183165299313237,0.02108472094752585,1.941101170678956,0.730916691959864,0.015956629963107535,0.0194037982249278,1.914858929658506,4,UofM_only,50,all,48,combined,"{""subsample"": 0.9, ""reg_lambda"": 0.1, ""reg_alpha"": 0.0, ""n_estimators"": 500, ""min_child_weight"": 3, ""max_depth"": 3, ""learning_rate"": 0.03, ""gamma"": 0.0, ""colsample_bytree"": 0.7}",2.15,0.0767,17,4
GradBoost,UofM_only_n50_all,0.7909095014792037,0.017398694687046298,0.023219795409603203,2.0662055171235405,0.7275591749350907,0.017088597723824105,0.020404398404864882,2.0298526172466076,4,UofM_only,50,all,48,combined,"{""subsample"": 0.7, ""n_estimators"": 500, ""min_samples_split"": 2, ""min_samples_leaf"": 5, ""max_features"": 0.9, ""max_depth"": 4, ""learning_rate"": 0.03}",51.28,0.0476,17,4
Transformer,UofM_only_n5_all,-0.09833747556501371,0.05011125220234199,0.06227601749650029,5.849961389257343,-0.21695738998360348,0.05174172875676801,0.06300004120274068,6.053707373132218,4,UofM_only,5,all,20,combined,"{""hidden"": 64, ""lr"": 0.001, ""epochs"": 150}",2.37,0.0057,17,4
LSTM_Attn,UofM_only_n5_all,-0.21936006437521494,0.05140926593673444,0.06561738435894224,5.95550035898005,-0.28338058395310844,0.05281874431482969,0.06531696808529491,6.108473677108167,4,UofM_only,5,all,20,combined,"{""hidden"": 64, ""lr"": 0.001, ""epochs"": 150}",4.48,0.0054,17,4
TCN,UofM_only_n5_all,-0.893312560602814,0.06825233437113448,0.08176436890016103,7.853682177797489,-1.1421910375230016,0.06324793669596712,0.0737866101095557,7.325009519785648,4,UofM_only,5,all,20,combined,"{""hidden"": 64, ""lr"": 0.001, ""epochs"": 150}",2.81,0.0038,17,4
PINN,UofM_only_n5_all,-1.0240794863211695,0.0671199972081755,0.08454086997064374,7.685006152873893,-1.2816952042330563,0.06884370964971832,0.08237973591459465,7.90648498372647,4,UofM_only,5,all,20,combined,"{""hidden"": 64, ""lr"": 0.001, ""epochs"": 200}",7.53,0.006,17,4
HYBRID,UofM_only_n5_all,-0.09100599387561914,0.05003419341145024,0.06206782103399329,5.875171531926835,-0.15089310484546187,0.05077763324724785,0.061650203193030204,5.963226536178861,4,UofM_only,5,all,20,combined,"{""hidden"": 64, ""lr"": 0.001, ""epochs"": 200}",2.83,0.007,17,4
Transformer,UofM_only_n10_all,-0.08317028102465507,0.04819448654229163,0.06028566366734506,5.684524883601764,-0.15919410652989563,0.049214094275105216,0.06009744877649702,5.807940294404467,4,UofM_only,10,all,20,combined,"{""hidden"": 64, ""lr"": 0.001, ""epochs"": 150}",2.89,0.0075,17,4
LSTM_Attn,UofM_only_n10_all,-0.1371049246514835,0.049640451357601714,0.061768342648705406,5.906441314376662,-0.16190791590229503,0.05012133648825365,0.060418482044421545,5.968586637857512,4,UofM_only,10,all,20,combined,"{""hidden"": 64, ""lr"": 0.001, ""epochs"": 150}",3.0,0.0054,17,4
TCN,UofM_only_n10_all,-0.5273500519606038,0.05734236190883018,0.07158713312592298,6.527451690112524,-0.704494641589047,0.0563535086780073,0.0695236704951559,6.430197868134837,4,UofM_only,10,all,20,combined,"{""hidden"": 64, ""lr"": 0.001, ""epochs"": 150}",2.67,0.0,17,4
PINN,UofM_only_n10_all,-0.18537170927170687,0.05078558848808623,0.06306566178198103,5.850965035951865,-0.33214491553214004,0.05086322783444664,0.06242632332528255,5.8904037632698625,4,UofM_only,10,all,20,combined,"{""hidden"": 64, ""lr"": 0.001, ""epochs"": 200}",9.01,0.004,17,4
HYBRID,UofM_only_n10_all,-0.044714877167463474,0.04764216439971545,0.05920584284725715,5.497134409416124,-0.12722680756730065,0.04830160472386,0.05876447949065449,5.587479636130721,4,UofM_only,10,all,20,combined,"{""hidden"": 64, ""lr"": 0.001, ""epochs"": 200}",3.01,0.004,17,4
Transformer,UofM_only_n15_all,-0.15383956589878411,0.04936605352235146,0.06078657040858974,5.821911980757643,-0.3003204494471882,0.05055844129968727,0.061313500718466765,5.96829517239554,4,UofM_only,15,all,20,combined,"{""hidden"": 64, ""lr"": 0.001, ""epochs"": 150}",3.02,0.004,17,4
LSTM_Attn,UofM_only_n15_all,0.022593936401979042,0.04524611770336686,0.055946438121700234,5.256240519813144,-0.05453216510992809,0.0460740644669382,0.05568986597913702,5.354310775924079,4,UofM_only,15,all,20,combined,"{""hidden"": 64, ""lr"": 0.001, ""epochs"": 150}",2.98,0.004,17,4
TCN,UofM_only_n15_all,-0.47091689063175957,0.05653197593114201,0.06863236982913305,6.411581223488476,-0.7250080071181059,0.05538389084469664,0.0669252414769303,6.302580396833985,4,UofM_only,15,all,20,combined,"{""hidden"": 64, ""lr"": 0.001, ""epochs"": 150}",2.84,0.0056,17,4
PINN,UofM_only_n15_all,-0.6439208616520444,0.05983829034823126,0.07255634228394676,6.7470895046002,-0.8212479060775089,0.058233752360098305,0.06966224147637562,6.58146682936129,4,UofM_only,15,all,20,combined,"{""hidden"": 64, ""lr"": 0.001, ""epochs"": 200}",7.4,0.006,17,4
HYBRID,UofM_only_n15_all,-0.023775380930209478,0.0464298395368332,0.05725814425804888,5.3558485264913696,-0.12199419705708758,0.04712284354669821,0.05694767006493549,5.450704097479782,4,UofM_only,15,all,20,combined,"{""hidden"": 64, ""lr"": 0.001, ""epochs"": 200}",3.23,0.0061,17,4
Transformer,UofM_only_n30_all,-0.15822844827881433,0.045842247252538895,0.0573667089760798,5.5149703501801195,-0.2559124667746157,0.04704902989988109,0.056791578814818,5.6787410186935805,4,UofM_only,30,all,20,combined,"{""hidden"": 64, ""lr"": 0.001, ""epochs"": 150}",2.84,0.004,17,4
LSTM_Attn,UofM_only_n30_all,-0.06105515466104183,0.044743330071503384,0.0549075166280555,5.337598142307243,-0.16712601519651132,0.04559653769003065,0.05455100123812014,5.452234593436014,4,UofM_only,30,all,20,combined,"{""hidden"": 64, ""lr"": 0.001, ""epochs"": 150}",4.22,0.0063,17,4
TCN,UofM_only_n30_all,-0.4451790535342237,0.05018315072726195,0.06408016939564298,5.877755257511976,-0.7295284872469096,0.05273161403052422,0.06504823549902583,6.186398222076957,4,UofM_only,30,all,20,combined,"{""hidden"": 64, ""lr"": 0.001, ""epochs"": 150}",2.09,0.0087,17,4
PINN,UofM_only_n30_all,-0.04451006996890383,0.04452647568126679,0.05447774690040428,5.276242571183483,-0.17216472700839044,0.04596644841913181,0.054415064534513016,5.473208384985666,4,UofM_only,30,all,20,combined,"{""hidden"": 64, ""lr"": 0.001, ""epochs"": 200}",5.69,0.0044,17,4
HYBRID,UofM_only_n30_all,-0.020344464229399062,0.043561169742303,0.053843865199025474,5.120658311504118,-0.1360507387565975,0.044401863184105335,0.053578721956913364,5.238245625668609,4,UofM_only,30,all,20,combined,"{""hidden"": 64, ""lr"": 0.001, ""epochs"": 200}",3.66,0.0066,17,4
Transformer,UofM_only_n50_all,-0.19594121317016544,0.043684812434667056,0.054648738257276765,5.279761046593424,-0.4427941630613546,0.04543147898929027,0.054928881455058226,5.52215138359317,4,UofM_only,50,all,20,combined,"{""hidden"": 64, ""lr"": 0.001, ""epochs"": 150}",2.2,0.0017,17,4
LSTM_Attn,UofM_only_n50_all,-0.047531087707004094,0.040722504915927264,0.05114564776627102,4.912413480955567,-0.1405993142966942,0.04133483907128338,0.04987856137987913,5.003964398926895,4,UofM_only,50,all,20,combined,"{""hidden"": 64, ""lr"": 0.001, ""epochs"": 150}",4.87,0.0057,17,4
TCN,UofM_only_n50_all,0.018029146566701293,0.03977808076596144,0.04951930284303634,4.746076795056618,-0.07775874295102214,0.04028945070590496,0.04833712138589432,4.816561176255991,4,UofM_only,50,all,20,combined,"{""hidden"": 64, ""lr"": 0.001, ""epochs"": 150}",3.19,0.0081,17,4
PINN,UofM_only_n50_all,-0.5522199392610947,0.04836689104455082,0.062258958616742244,5.767429031262265,-0.9058905685555256,0.05130220178699975,0.062157098665015356,6.11746000062856,4,UofM_only,50,all,20,combined,"{""hidden"": 64, ""lr"": 0.001, ""epochs"": 200}",5.03,0.0,17,4
HYBRID,UofM_only_n50_all,-0.028760308135510337,0.041362978474303765,0.05068533521171412,4.917235585222661,-0.19437686701739992,0.042155926113154975,0.05034196308857019,5.035073535131723,4,UofM_only,50,all,20,combined,"{""hidden"": 64, ""lr"": 0.001, ""epochs"": 200}",3.94,0.0153,17,4
LightGBM,ISU_train_UofM_test_n3_top3,0.4593554217877984,0.04237957027518912,0.05956245757184278,5.412924970947068,0.2744833452082804,0.04249949634207101,0.05255530943413787,5.426763235981409,21,ISU_train_UofM_test,3,top3,3,combined,"{""subsample"": 1.0, ""reg_lambda"": 0.01, ""reg_alpha"": 0.01, ""num_leaves"": 63, ""n_estimators"": 300, ""min_child_samples"": 30, ""max_depth"": 5, ""learning_rate"": 0.03, ""colsample_bytree"": 0.9}",10.03,0.4122,251,21
XGBoost,ISU_train_UofM_test_n3_top3,0.4427873916694057,0.04417312990149101,0.06046821519984472,5.639818760620468,0.2564524344726364,0.04427943448840925,0.0543234034440848,5.652006717408279,21,ISU_train_UofM_test,3,top3,3,combined,"{""subsample"": 0.9, ""reg_lambda"": 1.0, ""reg_alpha"": 0.0, ""n_estimators"": 100, ""min_child_weight"": 3, ""max_depth"": 5, ""learning_rate"": 0.1, ""gamma"": 0.01, ""colsample_bytree"": 1.0}",5.38,0.3696,251,21
GradBoost,ISU_train_UofM_test_n3_top3,0.48372669811520386,0.04161640915053842,0.05820449372878978,5.316372918426484,0.3484878730700954,0.04171777298734668,0.05176724397092909,5.328145946685934,21,ISU_train_UofM_test,3,top3,3,combined,"{""subsample"": 0.8, ""n_estimators"": 300, ""min_samples_split"": 5, ""min_samples_leaf"": 10, ""max_features"": 0.8, ""max_depth"": 4, ""learning_rate"": 0.03}",117.35,0.252,251,21
LightGBM,ISU_train_UofM_test_n3_top5,0.17622235656396357,0.050782381005684954,0.07352273993204102,6.256245836701297,-0.4467186129643287,0.05078717267817989,0.058809376178712854,6.256707765522993,21,ISU_train_UofM_test,3,top5,5,combined,"{""subsample"": 1.0, ""reg_lambda"": 0.01, ""reg_alpha"": 0.01, ""num_leaves"": 31, ""n_estimators"": 200, ""min_child_samples"": 20, ""max_depth"": 6, ""learning_rate"": 0.1, ""colsample_bytree"": 0.9}",12.97,0.4217,251,21
XGBoost,ISU_train_UofM_test_n3_top5,0.3446626493281091,0.04652815511035137,0.0655766373573593,5.779807140566751,-0.09182570913974587,0.04656646044825369,0.05543482373025434,5.784465298682203,21,ISU_train_UofM_test,3,top5,5,combined,"{""subsample"": 0.9, ""reg_lambda"": 1.0, ""reg_alpha"": 0.0, ""n_estimators"": 100, ""min_child_weight"": 3, ""max_depth"": 5, ""learning_rate"": 0.1, ""gamma"": 0.01, ""colsample_bytree"": 1.0}",6.74,0.4132,251,21
GradBoost,ISU_train_UofM_test_n3_top5,-0.007196180809515784,0.05598151912209964,0.08129684988237992,6.9497763279229,-0.6042433436368277,0.0559601719966288,0.06486703162292741,6.94726383678829,21,ISU_train_UofM_test,3,top5,5,combined,"{""subsample"": 0.7, ""n_estimators"": 500, ""min_samples_split"": 2, ""min_samples_leaf"": 5, ""max_features"": 0.8, ""max_depth"": 5, ""learning_rate"": 0.05}",141.67,0.2679,251,21
LightGBM,ISU_train_UofM_test_n3_top10,0.39081397569648,0.04865214431858958,0.063225409120342,5.991823686704088,-0.08375118948124466,0.04864180177580416,0.05682619513626204,5.990378772238181,21,ISU_train_UofM_test,3,top10,10,combined,"{""subsample"": 0.7, ""reg_lambda"": 0.01, ""reg_alpha"": 1.0, ""num_leaves"": 31, ""n_estimators"": 200, ""min_child_samples"": 30, ""max_depth"": 8, ""learning_rate"": 0.05, ""colsample_bytree"": 1.0}",14.82,0.393,251,21
XGBoost,ISU_train_UofM_test_n3_top10,0.3954881212801188,0.04715738417969907,0.06298238497518369,5.791793046692124,-0.05333859633717494,0.047149848126273486,0.05504483547493767,5.79056253137485,21,ISU_train_UofM_test,3,top10,10,combined,"{""subsample"": 0.9, ""reg_lambda"": 1.0, ""reg_alpha"": 0.0, ""n_estimators"": 100, ""min_child_weight"": 3, ""max_depth"": 5, ""learning_rate"": 0.1, ""gamma"": 0.01, ""colsample_bytree"": 1.0}",9.23,0.365,251,21
GradBoost,ISU_train_UofM_test_n3_top10,0.07284875117636636,0.05824517678348828,0.07799952831381547,7.317752059443866,-0.4028119300864878,0.05812559820107217,0.06894906091074582,7.302078211970028,21,ISU_train_UofM_test,3,top10,10,combined,"{""subsample"": 0.7, ""n_estimators"": 500, ""min_samples_split"": 2, ""min_samples_leaf"": 5, ""max_features"": 0.8, ""max_depth"": 5, ""learning_rate"": 0.05}",188.43,0.2859,251,21
LightGBM,ISU_train_UofM_test_n3_top20,0.49220661898530627,0.04442320220333989,0.057724502735262494,5.4874629918089015,0.12280075817269255,0.044433022509011356,0.05235890898973431,5.488788563524532,21,ISU_train_UofM_test,3,top20,20,combined,"{""subsample"": 0.7, ""reg_lambda"": 0.01, ""reg_alpha"": 1.0, ""num_leaves"": 31, ""n_estimators"": 200, ""min_child_samples"": 30, ""max_depth"": 8, ""learning_rate"": 0.05, ""colsample_bytree"": 1.0}",18.35,0.3805,251,21
XGBoost,ISU_train_UofM_test_n3_top20,0.46217737670813863,0.04422348738961133,0.059406807739465654,5.436672769725089,0.05988763939844411,0.044226668096000885,0.05239651155515633,5.436814001850097,21,ISU_train_UofM_test,3,top20,20,combined,"{""subsample"": 0.9, ""reg_lambda"": 0.1, ""reg_alpha"": 0.1, ""n_estimators"": 200, ""min_child_weight"": 1, ""max_depth"": 6, ""learning_rate"": 0.05, ""gamma"": 0.0, ""colsample_bytree"": 0.9}",14.48,0.3765,251,21
GradBoost,ISU_train_UofM_test_n3_top20,0.00048209903531948317,0.05738332223460634,0.08098637700479257,7.255107011199212,-0.42751977882967396,0.057260914159682166,0.07008345290363073,7.238469939656177,21,ISU_train_UofM_test,3,top20,20,combined,"{""subsample"": 0.7, ""n_estimators"": 500, ""min_samples_split"": 2, ""min_samples_leaf"": 5, ""max_features"": 0.8, ""max_depth"": 5, ""learning_rate"": 0.05}",274.3,0.2789,251,21
LightGBM,ISU_train_UofM_test_n3_all,0.4715538289671758,0.04575608976678255,0.05888667872602644,5.664497078354435,0.12896060599938322,0.04573551452637832,0.053768564491677336,5.6620323228857625,21,ISU_train_UofM_test,3,all,48,combined,"{""subsample"": 1.0, ""reg_lambda"": 0.01, ""reg_alpha"": 0.01, ""num_leaves"": 63, ""n_estimators"": 300, ""min_child_samples"": 30, ""max_depth"": 5, ""learning_rate"": 0.03, ""colsample_bytree"": 0.9}",27.85,0.4175,251,21
